SYMBOL,SERIES,LAST_TRADE_DATE
ESCORTS,EQ,2024-07-05
ESG,EQ,2024-07-05
ESILVER,EQ,2024-07-05
ESL,EQ,2018-04-26
ESSAROIL,EQ,2016-02-09
ESSARSHPNG,EQ,2024-07-05
ESSDEE,EQ,2019-05-27
ESSELPACK,EQ,2020-10-16
ESSENTIA,EQ,2024-01-09
ESTER,EQ,2024-07-05
ETHOSLTD,EQ,2024-07-05
EUROCERA,EQ,2018-06-22
EUROMULTI,EQ,2020-12-24
EUROTEXIND,EQ,2024-07-05
EVEREADY,EQ,2024-07-05
EVERESTIND,EQ,2024-07-05
EVERONN,EQ,2016-11-03
EXCEL,EQ,2024-06-03
EXCELCROP,EQ,2019-08-28
EXCELINDUS,EQ,2024-07-05
EXICOM,EQ,2024-07-05
EXIDEIND,EQ,2024-07-05
EXPLEOSOL,EQ,2024-07-05
EXXARO,EQ,2024-07-05
FACT,EQ,2024-07-05
FAGBEARING,EQ,2017-07-31
FAIRCHEM,EQ,2020-10-13
FAIRCHEMOR,EQ,2024-07-05
FARMAXIND,EQ,2017-03-06
FAZE3Q,EQ,2024-07-05
FCEL,EQ,2016-10-24
FCL,EQ,2024-07-05
FCONSUMER,EQ,2024-05-15
FCSSOFT,EQ,2024-07-05
FDC,EQ,2024-07-05
FEDDERELEC,EQ,2018-09-24
FEDDERLOYD,EQ,2017-06-12
FEDERALBNK,EQ,2024-07-05
FEDFINA,EQ,2024-07-05
FEL,EQ,2023-01-20
FELDVR,EQ,2023-02-21
FIBERWEB,EQ,2024-07-05
FIEMIND,EQ,2024-07-05
FILATEX,EQ,2024-07-05
FILATFASH,EQ,2024-07-05
FINANTECH,EQ,2017-01-18
FINCABLES,EQ,2024-07-05
FINEORG,EQ,2024-07-05
FINIETF,EQ,2024-07-05
FINOPB,EQ,2024-07-05
FINPIPE,EQ,2024-07-05
FIRSTWIN,EQ,2018-02-20
FIVESTAR,EQ,2024-07-05
FLAIR,EQ,2024-07-05
FLEXITUFF,EQ,2024-04-03
FLFL,EQ,2023-03-31
FLUOROCHEM,EQ,2024-07-05
FMCGIETF,EQ,2024-07-05
FMGOETZE,EQ,2024-07-05
FMNL,EQ,2024-07-05
FOCUS,EQ,2024-07-05
FOODSIN,EQ,2024-07-05
FORCEMOT,EQ,2024-07-05
FORTIS,EQ,2024-07-05
FORTUNEFIN,EQ,2018-07-24
FOSECOIND,EQ,2024-07-05
FRETAIL,EQ,2022-07-22
FRL,EQ,2016-05-10
FRLDVR,EQ,2016-05-10
FSC,EQ,2022-11-21
FSL,EQ,2024-07-05
FUSION,EQ,2024-07-05
G5,EQ,2021-06-15
GABRIEL,EQ,2024-07-05
GAEL,EQ,2024-07-05
GAIL,EQ,2024-07-05
GAL,EQ,2023-06-30
GALAXYSURF,EQ,2024-07-05
GALLANTT,EQ,2024-02-06
GALLISPAT,EQ,2022-06-03
GAMMNINFRA,EQ,2021-07-19
GAMMONIND,EQ,2017-09-22
GANDHAR,EQ,2024-07-05
GANDHITUBE,EQ,2024-07-05
GANECOS,EQ,2024-07-05
GANESHBE,EQ,2024-07-05
GANESHHOUC,EQ,2024-07-05
GANGAFORGE,EQ,2023-06-08
GANGESSECU,EQ,2024-07-05
GANGOTRI,EQ,2017-05-22
GARDENSILK,EQ,2021-01-25
GARFIBRES,EQ,2024-07-05
GARWALLROP,EQ,2018-08-10
GATECH,EQ,2023-12-28
GATECHDVR,EQ,2024-02-12
GATEWAY,EQ,2024-07-05
GATI,EQ,2023-11-29
GAYAHWS,EQ,2024-05-15
GAYAPROJ,EQ,2022-10-19
GBGLOBAL,EQ,2021-05-19
GDL,EQ,2022-01-04
GEECEE,EQ,2024-07-05
GEEKAYWIRE,EQ,2024-07-05
GEINDSYS,EQ,2016-02-19
GEMINI,EQ,2018-02-06
GENCON,EQ,2024-07-05
GENESYS,EQ,2024-07-05
GENSOL,EQ,2024-07-05
GENUSPAPER,EQ,2024-07-05
GENUSPOWER,EQ,2024-07-05
GEOJITBNPP,EQ,2017-03-01
GEOJITFSL,EQ,2024-07-05
GEOMETRIC,EQ,2017-03-10
GEPIL,EQ,2024-07-05
GESHIP,EQ,2024-07-05
GET&D,EQ,2023-09-29
GFLLIMITED,EQ,2024-07-05
GFSTEELS,EQ,2022-09-20
GHCL,EQ,2024-07-05
GHCLTEXTIL,EQ,2024-07-05
GICHSGFIN,EQ,2024-07-05
GICRE,EQ,2024-07-05
GILLANDERS,EQ,2024-07-05
GILLETTE,EQ,2024-07-05
GILT5YBEES,EQ,2024-07-05
GINNIFILA,EQ,2024-07-05
GIPCL,EQ,2024-07-05
GISOLUTION,EQ,2023-04-06
GITANJALI,EQ,2018-04-26
GKWLIMITED,EQ,2024-04-22
GLAND,EQ,2024-07-05
GLAXO,EQ,2024-07-05
GLENMARK,EQ,2024-07-05
GLFL,EQ,2024-01-12
GLOBAL,EQ,2024-04-18
GLOBALVECT,EQ,2024-01-10
GLOBE,EQ,2024-07-05
GLOBOFFS,EQ,2021-03-12
GLOBUSSPR,EQ,2024-07-05
GLOSTERLTD,EQ,2024-07-05
GLS,EQ,2024-07-05
GMBREW,EQ,2024-07-05
GMDCLTD,EQ,2024-07-05
GMMPFAUDLR,EQ,2024-07-05
GMRINFRA,EQ,2024-07-05
GMRP&UI,EQ,2024-07-05
GNA,EQ,2024-07-05
GNFC,EQ,2024-07-05
GOACARBON,EQ,2024-07-05
GOCLCORP,EQ,2024-07-05
GOCOLORS,EQ,2024-07-05
GODFRYPHLP,EQ,2024-07-05
GODHA,EQ,2024-07-05
GODIGIT,EQ,2024-07-05
GODREJAGRO,EQ,2024-07-05
GODREJCP,EQ,2024-07-05
GODREJIND,EQ,2024-07-05
GODREJPROP,EQ,2024-07-05
GOKEX,EQ,2024-07-05
GOKUL,EQ,2024-01-30
GOKULAGRO,EQ,2024-07-05
GOLD1,EQ,2024-07-05
GOLDBEES,EQ,2024-07-05
GOLDCASE,EQ,2024-07-05
GOLDENTOBC,EQ,2022-06-14
GOLDETF,EQ,2024-07-05
GOLDETFADD,EQ,2024-07-05
GOLDIAM,EQ,2024-07-05
GOLDIETF,EQ,2024-07-05
GOLDINFRA,EQ,2018-07-25
GOLDIWIN,EQ,2018-04-09
GOLDSHARE,EQ,2024-07-05
GOLDTECH,EQ,2024-07-05
GOODLUCK,EQ,2024-07-05
GOODYEAR,EQ,2023-10-25
GOPAL,EQ,2024-07-05
GOYALALUM,EQ,2023-06-06
GPIL,EQ,2024-07-05
GPPL,EQ,2024-07-05
GPTHEALTH,EQ,2024-07-05
GPTINFRA,EQ,2024-05-06
GRANULES,EQ,2024-07-05
GRAPHITE,EQ,2024-07-05
GRASIM,EQ,2024-07-05
GRAUWEIL,EQ,2023-10-25
GRAVITA,EQ,2024-07-05
GREAVESCOT,EQ,2024-07-05
GREENFIRE,EQ,2017-03-22
GREENLAM,EQ,2024-07-05
GREENPANEL,EQ,2024-07-05
GREENPLY,EQ,2024-07-05
GREENPOWER,EQ,2024-07-05
GRINDWELL,EQ,2024-07-05
GRINFRA,EQ,2024-07-05
GRMOVER,EQ,2024-07-05
GROBTEA,EQ,2024-07-05
GRPLTD,EQ,2024-07-04
GRSE,EQ,2024-07-05
GRUH,EQ,2019-10-15
GRWRHITECH,EQ,2024-07-05
GSCLCEMENT,EQ,2023-04-20
GSEC10IETF,EQ,2024-07-05
GSEC10YEAR,EQ,2024-07-05
GSEC5IETF,EQ,2024-07-05
GSFC,EQ,2024-07-05
GSKCONS,EQ,2020-04-15
GSLSU,EQ,2024-07-05
GSPL,EQ,2024-07-05
GSS,EQ,2024-05-23
GTECJAINX,EQ,2024-02-21
GTL,EQ,2024-01-08
GTLINFRA,EQ,2024-07-05
GTNIND,EQ,2021-03-12
GTNTEX,EQ,2022-01-03
GTOFFSHORE,EQ,2017-06-21
GTPL,EQ,2024-07-05
GUFICBIO,EQ,2024-07-05
GUJALKALI,EQ,2024-07-05
GUJAPOLLO,EQ,2024-07-05
GUJFLUORO,EQ,2019-07-24
GUJGASLTD,EQ,2024-07-05
GUJNRECOKE,EQ,2018-02-09
GUJNREDVR,EQ,2018-02-09
GUJRAFFIA,EQ,2024-07-05
GULFOILLUB,EQ,2024-07-05
GULFPETRO,EQ,2024-07-05
GULPOLY,EQ,2024-07-05
GVKPIL,EQ,2024-07-05
GVPTECH,EQ,2024-07-05
HAL,EQ,2024-07-05
HANUNG,EQ,2017-08-02
HAPPSTMNDS,EQ,2024-07-05
HAPPYFORGE,EQ,2024-07-05
HARDWYN,EQ,2024-07-05
HARIOMPIPE,EQ,2024-07-05
HARITASEAT,EQ,2021-04-09
HARRMALAYA,EQ,2024-07-05
HARSHA,EQ,2024-07-05
HATHWAY,EQ,2024-07-05
HATSUN,EQ,2024-07-05
HAVELLS,EQ,2024-07-05
HAVISHA,EQ,2024-07-05
HBANKETF,EQ,2023-06-15
HBLPOWER,EQ,2024-07-05
HBSL,EQ,2024-07-05
HBSTOCK,EQ,2018-03-08
HCC,EQ,2024-07-05
HCG,EQ,2024-07-05
HCIL,EQ,2016-08-12
HCL-INSYS,EQ,2024-04-22
HCLTECH,EQ,2024-07-05
HDFC,EQ,2023-07-12
HDFCAMC,EQ,2024-07-05
HDFCBANK,EQ,2024-07-05
HDFCBSE500,EQ,2024-07-05
HDFCGOLD,EQ,2024-07-05
HDFCGROWTH,EQ,2024-07-05
HDFCLIFE,EQ,2024-07-05
HDFCLIQUID,EQ,2024-07-05
HDFCLOWVOL,EQ,2024-07-05
HDFCMFGETF,EQ,2023-06-15
HDFCMID150,EQ,2024-07-05
HDFCMOMENT,EQ,2024-07-05
HDFCNEXT50,EQ,2024-07-05
HDFCNIF100,EQ,2024-07-05
HDFCNIFBAN,EQ,2024-07-05
HDFCNIFETF,EQ,2023-06-15
HDFCNIFIT,EQ,2024-07-05
HDFCNIFTY,EQ,2024-07-05
HDFCPSUBK,EQ,2024-07-05
HDFCPVTBAN,EQ,2024-07-05
HDFCQUAL,EQ,2024-07-05
HDFCSENETF,EQ,2023-06-15
HDFCSENSEX,EQ,2024-07-05
HDFCSILVER,EQ,2024-07-05
HDFCSML250,EQ,2024-07-05
HDFCVALUE,EQ,2024-07-05
HDIL,EQ,2019-11-21
HEADSUP,EQ,2024-04-22
HEALTHADD,EQ,2024-07-05
HEALTHIETF,EQ,2024-07-05
HEALTHY,EQ,2024-07-05
HECPROJECT,EQ,2024-06-18
HEG,EQ,2024-07-05
HEIDELBERG,EQ,2024-07-05
HEMIPROP,EQ,2024-07-05
HERANBA,EQ,2024-07-05
HERCULES,EQ,2024-07-05
HERITGFOOD,EQ,2024-07-05
HEROMOTOCO,EQ,2024-07-05
HESTERBIO,EQ,2024-07-05
HEUBACHIND,EQ,2024-07-05
HEXATRADEX,EQ,2024-07-05
HEXAWARE,EQ,2020-10-30
HFCL,EQ,2024-07-05
HGINFRA,EQ,2024-07-05
HGS,EQ,2024-07-05
HIGHGROUND,EQ,2019-09-23
HIKAL,EQ,2024-07-05
HIL,EQ,2024-07-05
HILTON,EQ,2024-07-05
HIMATSEIDE,EQ,2024-07-05
HINDALCO,EQ,2024-07-05
HINDCOMPOS,EQ,2024-07-05
HINDCON,EQ,2023-12-26
HINDCOPPER,EQ,2024-07-05
HINDDORROL,EQ,2018-05-21
HINDMOTORS,EQ,2024-07-05
HINDNATGLS,EQ,2022-04-06
HINDOILEXP,EQ,2024-07-05
HINDPETRO,EQ,2024-07-05
HINDSYNTEX,EQ,2019-09-09
HINDUJAFO,EQ,2017-06-05
HINDUJAVEN,EQ,2019-11-08
HINDUNILVR,EQ,2024-07-05
HINDWAREAP,EQ,2024-07-05
HINDZINC,EQ,2024-07-05
HIRECT,EQ,2024-07-05
HISARMETAL,EQ,2024-07-05
HITACHIHOM,EQ,2016-09-09
HITECH,EQ,2024-07-05
HITECHCORP,EQ,2024-07-05
HITECHGEAR,EQ,2024-04-23
HITECHPLAS,EQ,2017-05-22
HLEGLAS,EQ,2024-07-05
HLVLTD,EQ,2024-04-22
HMAAGRO,EQ,2024-07-05
HMT,EQ,2016-05-20
HMVL,EQ,2024-07-05
HNDFDS,EQ,2024-07-05
HNGSNGBEES,EQ,2024-07-05
HOCL,EQ,2017-08-16
HOMEFIRST,EQ,2024-07-05
HONASA,EQ,2024-07-05
HONAUT,EQ,2024-07-05
HONDAPOWER,EQ,2024-07-05
HOTELEELA,EQ,2020-01-07
HOTELRUGBY,EQ,2022-11-18
HOVS,EQ,2024-04-22
HPAL,EQ,2024-07-05
HPIL,EQ,2024-07-05
HPL,EQ,2024-07-05
HSCL,EQ,2024-07-05
HSIL,EQ,2022-05-10
HTMEDIA,EQ,2024-07-05
HUBTOWN,EQ,2024-06-13
HUDCO,EQ,2024-07-05
HUHTAMAKI,EQ,2024-07-05
HYBRIDFIN,EQ,2024-07-05
IBMFNIFTY,EQ,2023-10-25
IBREALEST,EQ,2024-07-05
IBULHSGFIN,EQ,2024-07-05
IBULISL,EQ,2020-12-07
IBVENTURES,EQ,2020-10-27
IBWSL,EQ,2017-04-17
ICEMAKE,EQ,2024-07-05
ICICI10GS,EQ,2023-12-19
ICICI500,EQ,2023-12-19
ICICI5GSEC,EQ,2023-12-19
ICICIALPLV,EQ,2023-12-19
ICICIAUTO,EQ,2023-12-19
ICICIB22,EQ,2024-07-05
ICICIBANK,EQ,2024-07-05
ICICIBANKN,EQ,2023-12-19
ICICIBANKP,EQ,2023-12-19
ICICICOMMO,EQ,2023-12-19
ICICICONSU,EQ,2023-12-19
ICICIFIN,EQ,2023-12-19
ICICIFMCG,EQ,2023-12-19
ICICIGI,EQ,2024-07-05
ICICIGOLD,EQ,2023-12-19
ICICIINFRA,EQ,2023-12-19
ICICILIQ,EQ,2023-12-19
ICICILOVOL,EQ,2023-12-19
ICICIM150,EQ,2023-12-19
ICICIMCAP,EQ,2023-12-19
ICICIMOM30,EQ,2023-12-19
ICICINF100,EQ,2023-12-19
ICICINIFTY,EQ,2023-12-19
ICICINV20,EQ,2023-12-19
ICICINXT50,EQ,2023-12-19
ICICIPHARM,EQ,2023-12-19
ICICIPRULI,EQ,2024-07-05
ICICIQTY30,EQ,2023-12-19
ICICISENSX,EQ,2023-12-19
ICICISILVE,EQ,2023-12-19
ICICITECH,EQ,2023-12-19
ICIL,EQ,2024-07-05
ICNX100,EQ,2016-07-22
ICRA,EQ,2024-07-05
ICSA,EQ,2018-01-03
IDBI,EQ,2024-07-05
IDBIGOLD,EQ,2023-07-28
IDEA,EQ,2024-07-05
IDEAFORGE,EQ,2024-07-05
IDFC,EQ,2024-07-05
IDFCBANK,EQ,2019-01-15
IDFCFIRSTB,EQ,2024-07-05
IDFNIFTYET,EQ,2024-07-05
IEL,EQ,2024-07-05
IEX,EQ,2024-07-05
IFBAGRO,EQ,2024-07-05
IFBIND,EQ,2024-07-05
IFCI,EQ,2024-07-05
IFGLEXPOR,EQ,2024-07-05
IFGLREFRAC,EQ,2017-09-13
IGARASHI,EQ,2024-07-05
IGL,EQ,2024-07-05
IGOLD,EQ,2016-07-22
IGPL,EQ,2024-07-05
IIFL,EQ,2024-07-05
IIFLSEC,EQ,2024-07-05
IIFLWAM,EQ,2023-01-20
IITL,EQ,2024-07-05
IKIO,EQ,2024-07-05
IL&FSENGG,EQ,2018-10-15
IL&FSTRANS,EQ,2019-03-29
IMAGICAA,EQ,2024-07-05
IMFA,EQ,2024-07-05
IMIDCAP,EQ,2016-07-22
IMPAL,EQ,2024-07-05
IMPEXFERRO,EQ,2024-01-18
INCREDIBLE,EQ,2024-07-05
INDBANK,EQ,2024-07-05
INDGN,EQ,2024-07-05
INDHOTEL,EQ,2024-07-05
INDIACEM,EQ,2024-07-05
INDIAGLYCO,EQ,2024-07-05
INDIAMART,EQ,2024-07-05
INDIANB,EQ,2024-07-05
INDIANCARD,EQ,2024-07-05
INDIANHUME,EQ,2024-07-05
INDIASHLTR,EQ,2024-07-05
INDIGO,EQ,2024-07-05
INDIGOPNTS,EQ,2024-07-05
INDLMETER,EQ,2022-04-20
INDNIPPON,EQ,2024-07-05
INDOAMIN,EQ,2024-07-05
INDOBORAX,EQ,2024-07-05
INDOCO,EQ,2024-07-05
INDORAMA,EQ,2024-07-05
INDOSOLAR,EQ,2019-05-21
INDOSTAR,EQ,2024-07-05
INDOTECH,EQ,2024-04-22
INDOTHAI,EQ,2024-07-05
INDOWIND,EQ,2024-07-05
INDRAMEDCO,EQ,2024-07-05
INDSWFTLAB,EQ,2024-07-05
INDSWFTLTD,EQ,2024-04-10
INDTERRAIN,EQ,2024-07-05
INDUSINDBK,EQ,2024-07-05
INDUSTOWER,EQ,2024-07-05
INEOSSTYRO,EQ,2023-01-19
INFIBEAM,EQ,2024-07-05
INFINITE,EQ,2018-12-13
INFOBEAN,EQ,2024-07-05
INFOMEDIA,EQ,2024-06-26
INFRABEES,EQ,2024-07-05
INFRAIETF,EQ,2024-07-05
INFRATEL,EQ,2020-12-17
INFY,EQ,2024-07-05
INGERRAND,EQ,2024-07-05
INIFTY,EQ,2016-07-22
INNOVACAP,EQ,2024-07-05
INOXGREEN,EQ,2024-07-05
INOXINDIA,EQ,2024-07-05
INOXLEISUR,EQ,2023-02-16
INOXWIND,EQ,2024-07-05
INSECTICID,EQ,2024-07-05
INSPIRISYS,EQ,2024-01-10
INTEGRA,EQ,2021-02-24
INTELLECT,EQ,2024-07-05
INTENTECH,EQ,2024-07-05
INTLCONV,EQ,2024-07-05
INV20,EQ,2016-07-11
INVENTURE,EQ,2024-07-05
IOB,EQ,2024-07-05
IOC,EQ,2024-07-05
IOLCP,EQ,2024-07-05
IONEXCHANG,EQ,2024-07-05
IPAPPM,EQ,2020-01-21
IPCALAB,EQ,2024-07-05
IPL,EQ,2024-07-05
IPRU5008,EQ,2019-07-18
IRB,EQ,2024-07-05
IRCON,EQ,2024-07-05
IRCTC,EQ,2024-07-05
IREDA,EQ,2024-07-05
IRFC,EQ,2024-07-05
IRIS,EQ,2024-05-15
IRISDOREME,EQ,2024-07-05
IRMENERGY,EQ,2024-07-05
ISEC,EQ,2024-07-05
ISENSEX,EQ,2016-07-20
ISFT,EQ,2024-07-05
ISGEC,EQ,2024-07-05
ISMTLTD,EQ,2024-07-05
IT,EQ,2024-07-05
ITBEES,EQ,2024-07-05
ITC,EQ,2024-07-05
ITDC,EQ,2024-07-05
ITDCEM,EQ,2024-07-05
ITETF,EQ,2024-07-05
ITETFADD,EQ,2024-07-05
ITI,EQ,2024-07-05
ITIETF,EQ,2024-07-05
IVC,EQ,2024-07-05
IVP,EQ,2024-07-05
IVRCLINFRA,EQ,2019-06-06
IVZINGOLD,EQ,2024-07-05
IVZINNIFTY,EQ,2024-07-05
IWEL,EQ,2024-07-05
IXIGO,EQ,2024-07-05
IZMO,EQ,2024-07-05
J&KBANK,EQ,2024-07-05
JAGRAN,EQ,2024-07-05
JAGSNPHARM,EQ,2024-07-05
JAIBALAJI,EQ,2023-11-09
JAICORPLTD,EQ,2024-07-05
JAIHINDPRO,EQ,2018-09-05
JAIPURKURT,EQ,2024-04-08
JAMNAAUTO,EQ,2024-07-05
JASH,EQ,2024-07-05
JAYAGROGN,EQ,2024-07-05
JAYBARMARU,EQ,2024-07-05
JAYNECOIND,EQ,2024-07-05
JAYSREETEA,EQ,2024-07-05
JBCHEPHARM,EQ,2024-07-05
JBFIND,EQ,2023-01-20
JBMA,EQ,2024-07-05
JCHAC,EQ,2024-07-05
JCTEL,EQ,2016-05-19
JENSONICOL,EQ,2017-11-08
JETAIRWAYS,EQ,2019-06-27
JETFREIGHT,EQ,2024-07-05
JGCHEM,EQ,2024-07-05
JHS,EQ,2024-03-13
JIKIND,EQ,2017-03-23
JINDALPHOT,EQ,2024-07-05
JINDALPOLY,EQ,2024-07-05
JINDALSAW,EQ,2024-07-05
JINDALSTEL,EQ,2024-07-05
JINDCOT,EQ,2019-09-09
JINDRILL,EQ,2024-07-05
JINDWORLD,EQ,2024-07-05
JIOFIN,EQ,2024-07-05
JISLDVREQS,EQ,2024-07-05
JISLJALEQS,EQ,2024-07-05
JITFINFRA,EQ,2024-07-05
JIYAECO,EQ,2020-11-23
JKCEMENT,EQ,2024-07-05
JKIL,EQ,2024-07-05
JKLAKSHMI,EQ,2024-07-05
JKPAPER,EQ,2024-07-05
JKTYRE,EQ,2024-07-05
JLHL,EQ,2024-07-05
JMA,EQ,2024-07-05
JMCPROJECT,EQ,2023-01-10
JMFINANCIL,EQ,2024-07-05
JMTAUTOLTD,EQ,2021-10-22
JNKINDIA,EQ,2024-07-05
JOCIL,EQ,2024-07-05
JPASSOCIAT,EQ,2024-06-05
JPINFRATEC,EQ,2022-05-24
JPOLYINVST,EQ,2024-07-05
JPPOWER,EQ,2024-07-05
JSFB,EQ,2024-07-05
JSL,EQ,2024-07-05
JSLHISAR,EQ,2023-03-08
JSWENERGY,EQ,2024-07-05
JSWHL,EQ,2024-07-05
JSWINFRA,EQ,2024-07-05
JSWISPL,EQ,2023-08-09
JSWSTEEL,EQ,2024-07-05
JTEKTINDIA,EQ,2024-07-05
JTLIND,EQ,2024-07-05
JTLINFRA,EQ,2022-11-18
JUBILANT,EQ,2021-02-03
JUBLFOOD,EQ,2024-07-05
JUBLINDS,EQ,2024-07-05
JUBLINGREA,EQ,2024-07-05
JUBLPHARMA,EQ,2024-07-05
JUMPNET,EQ,2021-12-21
JUNIORBEES,EQ,2024-07-05
JUNIPER,EQ,2024-07-05
JUSTDIAL,EQ,2024-07-05
JVLAGRO,EQ,2018-09-24
JWL,EQ,2024-07-05
JYOTHYLAB,EQ,2024-07-05
JYOTICNC,EQ,2024-07-05
JYOTISTRUC,EQ,2024-06-27
KABRAEXTRU,EQ,2024-07-05
KAJARIACER,EQ,2024-07-05
KAKATCEM,EQ,2024-07-05
KALAMANDIR,EQ,2024-07-05
KALINDEE,EQ,2017-02-08
KALPATPOWR,EQ,2023-06-05
KALYANIFRG,EQ,2024-06-24
KALYANKJIL,EQ,2024-07-05
KAMATHOTEL,EQ,2024-07-05
KAMDHENU,EQ,2024-07-05
KAMOPAINTS,EQ,2024-07-05
KANANIIND,EQ,2024-07-05
KANORICHEM,EQ,2024-07-05
KANPRPLA,EQ,2024-07-05
KANSAINER,EQ,2024-07-05
KAPSTON,EQ,2024-06-20
KARDA,EQ,2021-12-15
KARMAENG,EQ,2024-07-05
KARURVYSYA,EQ,2024-07-05
KAUSHALYA,EQ,2024-07-05
KAVVERITEL,EQ,2024-05-29
KAYA,EQ,2024-07-05
KAYNES,EQ,2024-07-05
KBCGLOBAL,EQ,2024-07-05
KCP,EQ,2024-07-05
KCPSUGIND,EQ,2024-07-05
KDDL,EQ,2024-07-05
KEC,EQ,2024-07-05
KECL,EQ,2024-07-05
KEEPLEARN,EQ,2024-05-15
KEERTI,EQ,2023-06-21
KEI,EQ,2024-07-05
KELLTONTEC,EQ,2024-07-05
KEMROCK,EQ,2016-05-20
KENNAMET,EQ,2023-10-25
KERNEX,EQ,2024-07-05
KESARENT,EQ,2019-12-30
KESORAMIND,EQ,2024-07-05
KEYCORPSER,EQ,2019-04-30
KEYFINSERV,EQ,2024-04-12
KFINTECH,EQ,2024-07-05
KGL,EQ,2017-07-19
KHADIM,EQ,2024-07-05
KHAICHEM,EQ,2024-07-05
KHAITANELE,EQ,2017-03-20
KHAITANLTD,EQ,2024-07-05
KHANDSE,EQ,2024-07-05
KICL,EQ,2024-07-05
KIL,EQ,2016-03-17
KILITCH,EQ,2024-07-05
KIMS,EQ,2024-07-05
KINGFA,EQ,2024-07-05
KIOCL,EQ,2024-07-05
KIRIINDUS,EQ,2024-07-05
KIRLFER,EQ,2023-10-25
KIRLOSBROS,EQ,2024-07-05
KIRLOSENG,EQ,2024-07-05
KIRLOSIND,EQ,2024-07-05
KIRLPNU,EQ,2024-07-05
KITEX,EQ,2024-07-05
KKCL,EQ,2024-07-05
KMSUGAR,EQ,2024-06-18
KNRCON,EQ,2024-07-05
KOHINOOR,EQ,2024-07-05
KOKUYOCMLN,EQ,2024-07-05
KOLTEPATIL,EQ,2024-07-05
KOPRAN,EQ,2024-07-05
KOTAKALPHA,EQ,2024-03-19
KOTAKBANK,EQ,2024-07-05
KOTAKBKETF,EQ,2024-03-19
KOTAKCONS,EQ,2024-03-19
KOTAKGOLD,EQ,2024-04-15
KOTAKIT,EQ,2024-03-19
KOTAKLIQ,EQ,2024-03-19
KOTAKLOVOL,EQ,2024-03-19
KOTAKMID50,EQ,2024-03-19
KOTAKMNC,EQ,2024-03-19
KOTAKNIFTY,EQ,2024-03-19
KOTAKNV20,EQ,2024-03-19
KOTAKPSUBK,EQ,2024-03-19
KOTAKSILVE,EQ,2024-04-15
KOTARISUG,EQ,2024-07-05
KOTHARIPET,EQ,2024-07-05
KOTHARIPRO,EQ,2024-07-05
KOVAI,EQ,2023-10-25
KPIGLOBAL,EQ,2022-04-26
KPIGREEN,EQ,2024-07-05
KPIL,EQ,2024-07-05
KPIT,EQ,2019-02-25
KPITTECH,EQ,2024-07-05
KPRMILL,EQ,2024-07-05
KRBL,EQ,2024-07-05
KREBSBIO,EQ,2024-07-05
KRIDHANINF,EQ,2024-01-10
KRISHANA,EQ,2024-07-05
KRITI,EQ,2024-07-05
KRITIKA,EQ,2024-07-05
KRITINUT,EQ,2024-07-05
KRONOX,EQ,2024-07-05
KRSNAA,EQ,2024-07-05
KRYSTAL,EQ,2024-07-05
KSB,EQ,2024-07-05
KSBPUMPS,EQ,2018-10-22
KSCL,EQ,2024-07-05
KSERASERA,EQ,2020-08-21
KSHITIJPOL,EQ,2024-06-20
KSK,EQ,2020-11-27
KSL,EQ,2024-07-05
KSOLVES,EQ,2024-07-05
KTIL,EQ,2019-12-30
KTKBANK,EQ,2024-07-05
KUANTUM,EQ,2024-07-05
KWALITY,EQ,2021-02-23
L&TFH,EQ,2024-04-22
LAGNAM,EQ,2024-02-15
LAKPRE,EQ,2018-09-24
