SYMBOL,SERIES,LAST_TRADE_DATE
LAKSHMIEFL,EQ,2018-08-16
LAKSHVILAS,EQ,2020-11-25
LAL,EQ,2024-07-05
LALPATHLAB,EQ,2024-07-05
LAMBODHARA,EQ,2024-07-05
LANCER,EQ,2023-04-28
LANCORHOL,EQ,2024-07-05
LANDMARK,EQ,2024-07-05
LAOPALA,EQ,2024-07-05
LASA,EQ,2024-07-05
LATENTVIEW,EQ,2024-04-22
LATTEYS,EQ,2024-02-12
LAURUSLABS,EQ,2024-07-05
LAXMICOT,EQ,2024-07-05
LAXMIMACH,EQ,2024-07-05
LCCINFOTEC,EQ,2024-01-12
LEEL,EQ,2019-05-21
LEMONTREE,EQ,2024-07-05
LEXUS,EQ,2024-07-05
LFIC,EQ,2024-07-05
LGBBROSLTD,EQ,2024-07-05
LGBFORGE,EQ,2024-06-25
LGHL,EQ,2024-04-22
LIBAS,EQ,2024-07-05
LIBERTSHOE,EQ,2024-07-05
LICHSGFIN,EQ,2024-07-05
LICI,EQ,2024-07-05
LICMFGOLD,EQ,2024-07-05
LICNETFGSC,EQ,2024-07-05
LICNETFN50,EQ,2024-07-05
LICNETFSEN,EQ,2024-07-05
LICNFNHGP,EQ,2024-07-05
LICNMID100,EQ,2024-07-05
LIKHITHA,EQ,2024-07-05
LINC,EQ,2024-07-05
LINCOLN,EQ,2024-07-05
LINCPEN,EQ,2021-12-17
LINDEINDIA,EQ,2024-07-05
LIQUID,EQ,2024-07-05
LIQUID1,EQ,2024-07-05
LIQUIDADD,EQ,2024-07-05
LIQUIDBEES,EQ,2024-07-05
LIQUIDBETF,EQ,2024-07-05
LIQUIDCASE,EQ,2024-07-05
LIQUIDETF,EQ,2024-07-05
LIQUIDIETF,EQ,2024-07-05
LIQUIDSBI,EQ,2024-07-05
LITL,EQ,2018-09-12
LLOYDELENG,EQ,2017-06-16
LLOYDSENGG,EQ,2024-07-05
LLOYDSME,EQ,2024-07-05
LML,EQ,2018-05-14
LODHA,EQ,2024-07-05
LOKESHMACH,EQ,2024-04-22
LORDSCHLO,EQ,2024-03-20
LOTUSEYE,EQ,2024-07-05
LOVABLE,EQ,2024-07-05
LOWVOL,EQ,2024-07-05
LOWVOL1,EQ,2024-07-05
LOWVOLIETF,EQ,2024-07-05
LOWVOLIWIN,EQ,2018-04-09
LOYALTEX,EQ,2024-07-05
LPDC,EQ,2024-07-05
LSIL,EQ,2023-08-09
LT,EQ,2024-07-05
LTF,EQ,2024-07-05
LTFOODS,EQ,2024-07-05
LTGILTBEES,EQ,2024-07-05
LTI,EQ,2022-12-02
LTIM,EQ,2024-07-05
LTTS,EQ,2024-07-05
LUMAXAUTO,EQ,2016-05-20
LUMAXIND,EQ,2024-07-05
LUMAXTECH,EQ,2024-07-05
LUPIN,EQ,2024-07-05
LUXIND,EQ,2024-07-05
LXCHEM,EQ,2024-07-05
LYCOS,EQ,2018-10-05
LYKALABS,EQ,2024-07-05
LYPSAGEMS,EQ,2024-07-05
M&M,EQ,2024-07-05
M&MFIN,EQ,2024-07-05
M100,EQ,2021-06-15
M50,EQ,2021-06-15
MAANALU,EQ,2024-07-05
MACPOWER,EQ,2024-05-15
MADHAV,EQ,2024-01-10
MADHUCON,EQ,2023-11-28
MADRASFERT,EQ,2024-07-05
MAESGETF,EQ,2023-08-31
MAFANG,EQ,2024-07-05
MAFSETF,EQ,2023-08-31
MAGADSUGAR,EQ,2024-07-05
MAGMA,EQ,2021-06-08
MAGNUM,EQ,2024-07-05
MAGOLDETF,EQ,2023-08-31
MAGS813ETF,EQ,2023-08-30
MAHABANK,EQ,2024-07-05
MAHAPEXLTD,EQ,2024-07-05
MAHASTEEL,EQ,2024-07-05
MAHEPC,EQ,2024-06-18
MAHESHWARI,EQ,2024-07-05
MAHINDCIE,EQ,2023-06-16
MAHKTECH,EQ,2024-07-05
MAHLIFE,EQ,2024-07-05
MAHLOG,EQ,2024-07-05
MAHSCOOTER,EQ,2024-07-05
MAHSEAMLES,EQ,2024-07-05
MAITHANALL,EQ,2024-07-05
MAJESCO,EQ,2021-10-20
MAKEINDIA,EQ,2024-07-05
MALLCOM,EQ,2024-07-05
MALUPAPER,EQ,2024-02-02
MAM150ETF,EQ,2023-08-31
MAMFGETF,EQ,2023-08-31
MAN50ETF,EQ,2023-08-31
MANAKALUCO,EQ,2024-07-05
MANAKCOAT,EQ,2024-05-09
MANAKINDST,EQ,2017-11-22
MANAKSIA,EQ,2024-07-05
MANAKSTEEL,EQ,2024-01-30
MANALIPETC,EQ,2024-07-05
MANAPPURAM,EQ,2024-07-05
MANDHANA,EQ,2019-02-13
MANGALAM,EQ,2024-07-05
MANGCHEFER,EQ,2024-07-05
MANGLMCEM,EQ,2024-07-05
MANGTIMBER,EQ,2022-01-04
MANINDS,EQ,2024-07-05
MANINFRA,EQ,2024-07-05
MANKIND,EQ,2024-07-05
MANOMAY,EQ,2024-07-05
MANORAMA,EQ,2024-04-22
MANORG,EQ,2024-05-02
MANPASAND,EQ,2019-09-23
MANUGRAPH,EQ,2024-07-05
MANV30F,EQ,2023-08-31
MANXT50,EQ,2023-08-31
MANYAVAR,EQ,2024-07-05
MAPMYINDIA,EQ,2024-07-05
MARALOVER,EQ,2024-07-05
MARATHON,EQ,2024-07-05
MARICO,EQ,2024-07-05
MARINE,EQ,2024-07-05
MARKSANS,EQ,2024-07-05
MARSHALL,EQ,2024-03-15
MARUTI,EQ,2024-07-05
MASFIN,EQ,2024-07-05
MASILVER,EQ,2023-08-31
MASKINVEST,EQ,2024-07-04
MASPTOP50,EQ,2024-07-05
MASTEK,EQ,2024-07-05
MATRIMONY,EQ,2024-07-05
MAWANASUG,EQ,2024-07-05
MAX,EQ,2016-02-25
MAXESTATES,EQ,2024-07-05
MAXHEALTH,EQ,2024-07-05
MAXIND,EQ,2024-07-05
MAXINDIA,EQ,2020-06-11
MAXVIL,EQ,2023-08-10
MAXWELL,EQ,2016-12-20
MAYURUNIQ,EQ,2024-07-05
MAZDA,EQ,2024-07-05
MAZDOCK,EQ,2024-07-05
MBAPL,EQ,2024-07-05
MBECL,EQ,2024-05-29
MBLINFRA,EQ,2024-07-05
MCDHOLDING,EQ,2021-09-22
MCDOWELL-N,EQ,2024-06-06
MCL,EQ,2024-07-05
MCLEODRUSS,EQ,2024-07-05
MCX,EQ,2024-07-05
MEDANTA,EQ,2024-07-05
MEDIASSIST,EQ,2024-07-05
MEDICAMEQ,EQ,2024-07-05
MEDICO,EQ,2024-03-27
MEDPLUS,EQ,2024-07-05
MEGASOFT,EQ,2024-07-05
MEGASTAR,EQ,2024-07-05
MEGH,EQ,2021-05-17
MELSTAR,EQ,2017-05-05
MENONBE,EQ,2024-07-05
MEP,EQ,2024-03-19
MERCATOR,EQ,2022-05-24
MERCK,EQ,2019-06-10
METALFORGE,EQ,2021-02-24
METKORE,EQ,2018-08-27
METROBRAND,EQ,2024-07-05
METROPOLIS,EQ,2024-07-05
MFL,EQ,2023-09-08
MFSL,EQ,2024-07-05
MGEL,EQ,2024-07-05
MGL,EQ,2024-07-05
MHLXMIRU,EQ,2024-07-05
MHRIL,EQ,2024-07-05
MIC,EQ,2021-05-14
MICEL,EQ,2024-07-05
MICROSEC,EQ,2016-11-21
MID150BEES,EQ,2024-07-05
MID150CASE,EQ,2024-07-05
MIDCAP,EQ,2024-07-05
MIDCAPETF,EQ,2024-07-05
MIDCAPIETF,EQ,2024-07-05
MIDCAPIWIN,EQ,2018-04-09
MIDHANI,EQ,2024-07-05
MIDQ50ADD,EQ,2024-07-05
MIDSELIETF,EQ,2024-07-05
MIDSMALL,EQ,2024-07-05
MIL,EQ,2019-06-28
MINDACORP,EQ,2024-07-05
MINDAIND,EQ,2022-08-04
MINDTECK,EQ,2024-07-05
MINDTREE,EQ,2022-11-22
MIRCELECTR,EQ,2024-07-05
MIRZAINT,EQ,2024-07-05
MITCON,EQ,2024-07-05
MITTAL,EQ,2024-07-05
MKPL,EQ,2024-01-18
MMFL,EQ,2024-07-05
MMP,EQ,2024-07-05
MMTC,EQ,2024-07-05
MNC,EQ,2024-07-05
MODIRUBBER,EQ,2024-04-22
MODISNME,EQ,2022-08-12
MODISONLTD,EQ,2024-04-22
MOGSEC,EQ,2024-07-05
MOHEALTH,EQ,2024-07-05
MOHITIND,EQ,2024-06-26
MOHOTAIND,EQ,2021-11-18
MOHOTAMILL,EQ,2017-12-22
MOIL,EQ,2024-07-05
MOKSH,EQ,2024-02-29
MOL,EQ,2024-07-05
MOLDTECH,EQ,2024-07-05
MOLDTKPAC,EQ,2024-07-05
MOLOWVOL,EQ,2024-07-05
MOM100,EQ,2024-07-05
MOM30IETF,EQ,2024-07-05
MOM50,EQ,2024-07-05
MOMENTUM,EQ,2024-07-05
MOMOMENTUM,EQ,2024-07-05
MON100,EQ,2024-07-05
MONARCH,EQ,2024-07-05
MONIFTY500,EQ,2024-07-05
MONNETISPA,EQ,2018-07-31
MONQ50,EQ,2024-07-05
MONSANTO,EQ,2019-09-26
MONTECARLO,EQ,2024-07-05
MOQUALITY,EQ,2024-07-05
MORARJEE,EQ,2024-01-30
MOREALTY,EQ,2024-07-05
MOREPENLAB,EQ,2024-07-05
MOSERBAER,EQ,2018-06-06
MOSMALL250,EQ,2024-07-05
MOTHERSON,EQ,2024-07-05
MOTHERSUMI,EQ,2022-06-08
MOTILALOFS,EQ,2024-07-05
MOTISONS,EQ,2024-07-05
MOTOGENFIN,EQ,2024-07-05
MOVALUE,EQ,2024-07-05
MPHASIS,EQ,2024-07-05
MPSLTD,EQ,2024-07-05
MRF,EQ,2024-07-05
MRO-TEK,EQ,2024-05-17
MRPL,EQ,2024-07-05
MSPL,EQ,2024-07-05
MSTCLTD,EQ,2024-07-05
MSUMI,EQ,2024-07-05
MTARTECH,EQ,2024-07-05
MTEDUCARE,EQ,2022-12-23
MTNL,EQ,2024-07-05
MUFIN,EQ,2024-07-05
MUFTI,EQ,2024-07-05
MUKANDENGG,EQ,2021-04-06
MUKANDLTD,EQ,2024-07-05
MUKKA,EQ,2024-07-05
MUKTAARTS,EQ,2024-07-05
MUNJALAU,EQ,2024-07-05
MUNJALSHOW,EQ,2024-07-05
MURUDCERA,EQ,2024-07-05
MUTHOOTCAP,EQ,2024-07-05
MUTHOOTFIN,EQ,2024-07-05
MUTHOOTMF,EQ,2024-07-05
MVGJL,EQ,2024-07-05
MVL,EQ,2019-08-16
MYSOREBANK,EQ,2017-03-15
N100,EQ,2021-06-15
NACLIND,EQ,2024-07-05
NAGAAGRI,EQ,2017-09-28
NAGAFERT,EQ,2024-07-05
NAGAROIL,EQ,2019-08-22
NAGREEKCAP,EQ,2024-07-01
NAGREEKEXP,EQ,2024-07-05
NAHARCAP,EQ,2024-07-05
NAHARINDUS,EQ,2024-07-05
NAHARPOLY,EQ,2024-07-05
NAHARSPING,EQ,2024-07-05
NAKODA,EQ,2018-02-21
NAM-INDIA,EQ,2024-07-05
NARMADA,EQ,2024-02-05
NATCOPHARM,EQ,2024-07-05
NATHBIOGEN,EQ,2024-07-05
NATIONALUM,EQ,2024-07-05
NATNLSTEEL,EQ,2022-01-10
NAUKRI,EQ,2024-07-05
NAVA,EQ,2024-07-05
NAVINFLUOR,EQ,2024-07-05
NAVINIFTY,EQ,2024-07-05
NAVKARCORP,EQ,2024-07-05
NAVNETEDUL,EQ,2024-07-05
NAZARA,EQ,2024-07-05
NBCC,EQ,2024-07-05
NBIFIN,EQ,2024-07-05
NBVENTURES,EQ,2022-07-28
NCC,EQ,2024-07-05
NCLIND,EQ,2024-07-05
NCPSESDL24,EQ,2022-05-09
NDGL,EQ,2024-07-02
NDL,EQ,2024-07-05
NDLVENTURE,EQ,2024-07-05
NDRAUTO,EQ,2024-07-05
NDTV,EQ,2024-07-05
NECCLTD,EQ,2024-07-05
NECLIFE,EQ,2024-07-05
NELCAST,EQ,2024-07-05
NELCO,EQ,2024-07-05
NEOGEN,EQ,2024-07-05
NESCO,EQ,2024-07-05
NESTLEIND,EQ,2024-07-05
NET4,EQ,2017-03-23
NETF,EQ,2024-07-05
NETFAUTO,EQ,2022-05-09
NETFCONSUM,EQ,2022-05-09
NETFDIVOPP,EQ,2022-05-09
NETFGILT5Y,EQ,2022-05-09
NETFIT,EQ,2022-05-09
NETFLTGILT,EQ,2022-05-09
NETFMID150,EQ,2022-05-09
NETFNIF100,EQ,2022-05-09
NETFNV20,EQ,2022-05-09
NETFPHARMA,EQ,2022-05-09
NETFSDL26,EQ,2022-05-09
NETFSILVER,EQ,2022-05-09
NETWEB,EQ,2024-07-05
NETWORK18,EQ,2024-07-05
NEULANDLAB,EQ,2024-07-05
NEWGEN,EQ,2024-07-05
NEXT50,EQ,2024-07-05
NEXT50IETF,EQ,2024-07-05
NEXTMEDIA,EQ,2024-07-05
NEYVELILIG,EQ,2016-08-03
NFL,EQ,2024-07-05
NGCT,EQ,2016-08-24
NGIL,EQ,2024-07-05
NGLFINE,EQ,2024-07-05
NH,EQ,2024-07-05
NHPC,EQ,2024-07-05
NIACL,EQ,2024-07-05
NIBL,EQ,2024-07-05
NICCO,EQ,2016-01-01
NIF100BEES,EQ,2024-07-05
NIF100IETF,EQ,2024-07-05
NIF100IWIN,EQ,2018-04-09
NIF10GETF,EQ,2024-07-05
NIF5GETF,EQ,2024-07-05
NIFITETF,EQ,2024-07-05
NIFMID150,EQ,2024-07-05
NIFTY1,EQ,2024-07-05
NIFTY50ADD,EQ,2024-07-05
NIFTYBEES,EQ,2024-07-05
NIFTYBETF,EQ,2024-07-05
NIFTYEES,EQ,2021-09-29
NIFTYETF,EQ,2024-07-05
NIFTYIETF,EQ,2024-07-05
NIFTYIWIN,EQ,2018-04-09
NIFTYQLITY,EQ,2024-07-05
NIITLTD,EQ,2024-07-05
NIITMTS,EQ,2024-07-05
NIITTECH,EQ,2020-08-19
NILAINFRA,EQ,2024-07-05
NILASPACES,EQ,2024-04-25
NILKAMAL,EQ,2024-07-05
NINSYS,EQ,2024-07-05
NIPPOBATRY,EQ,2024-07-05
NIRAJ,EQ,2024-07-05
NIRVIKARA,EQ,2016-09-02
NITCO,EQ,2024-07-05
NITESHEST,EQ,2019-10-30
NITINFIRE,EQ,2019-08-28
NITINSPIN,EQ,2024-07-05
NITIRAJ,EQ,2024-05-09
NKIND,EQ,2024-07-05
NLCINDIA,EQ,2024-07-05
NMDC,EQ,2024-07-05
NOCIL,EQ,2024-07-05
NOESISIND,EQ,2017-03-23
NOIDATOLL,EQ,2024-06-12
NORBTEAEXP,EQ,2024-07-05
NOVAAGRI,EQ,2024-07-05
NOVARTIND,EQ,2023-10-25
NPBET,EQ,2024-07-05
NRAIL,EQ,2024-07-05
NRBBEARING,EQ,2024-07-05
NRL,EQ,2024-07-05
NSIL,EQ,2024-07-05
NSLNISP,EQ,2024-07-05
NTL,EQ,2021-12-01
NTPC,EQ,2024-07-05
NUCLEUS,EQ,2024-07-05
NURECA,EQ,2024-07-05
NUTEK,EQ,2019-03-29
NUVAMA,EQ,2024-07-05
NUVOCO,EQ,2024-07-05
NV20,EQ,2024-07-05
NV20BEES,EQ,2024-07-05
NV20IETF,EQ,2024-07-05
NV20IWIN,EQ,2018-04-09
NXTDIGITAL,EQ,2023-05-08
NYKAA,EQ,2024-07-05
OAL,EQ,2024-07-05
OBCL,EQ,2024-07-05
OBEROIRLTY,EQ,2024-07-05
OCCL,EQ,2024-06-28
OCL,EQ,2018-10-24
OFSS,EQ,2024-07-05
OIL,EQ,2024-07-05
OILCOUNTUB,EQ,2024-01-10
OISL,EQ,2020-11-27
OLECTRA,EQ,2024-07-05
OMAXAUTO,EQ,2024-02-07
OMAXE,EQ,2024-07-05
OMINFRAL,EQ,2024-06-25
OMKARCHEM,EQ,2022-11-02
OMMETALS,EQ,2021-02-09
OMNITECH,EQ,2016-11-17
ONELIFECAP,EQ,2024-04-01
ONEPOINT,EQ,2024-07-05
ONGC,EQ,2024-07-05
ONMOBILE,EQ,2024-07-05
ONWARDTEC,EQ,2024-07-05
OPTIEMUS,EQ,2024-07-05
OPTOCIRCUI,EQ,2021-02-19
ORBITCORP,EQ,2017-02-15
ORBTEXP,EQ,2024-07-05
ORCHIDPHAR,EQ,2017-09-27
ORCHPHARMA,EQ,2024-07-05
ORICONENT,EQ,2024-07-05
ORIENTABRA,EQ,2023-07-12
ORIENTALTL,EQ,2024-07-05
ORIENTBANK,EQ,2020-03-20
ORIENTBELL,EQ,2024-07-05
ORIENTCEM,EQ,2024-07-05
ORIENTCER,EQ,2024-07-05
ORIENTELEC,EQ,2024-07-05
ORIENTHOT,EQ,2024-07-05
ORIENTLTD,EQ,2024-07-05
ORIENTPPR,EQ,2024-07-05
ORIENTREF,EQ,2021-07-20
ORISSAMINE,EQ,2024-07-05
ORTEL,EQ,2019-09-23
ORTINLAB,EQ,2024-07-05
ORTINLABSS,EQ,2021-01-11
OSIAHYPER,EQ,2024-01-30
OSWALAGRO,EQ,2024-07-05
OSWALGREEN,EQ,2024-07-05
OSWALSEEDS,EQ,2024-04-10
OUDHSUG,EQ,2017-03-22
PAEL,EQ,2022-04-08
PAGEIND,EQ,2024-07-05
PAISALO,EQ,2024-07-05
PAKKA,EQ,2024-07-05
PALASHSECU,EQ,2024-07-05
PALREDTEC,EQ,2024-04-01
PALREDTECH,EQ,2016-04-25
PANACEABIO,EQ,2024-07-05
PANACHE,EQ,2024-06-14
PANAMAPET,EQ,2024-07-05
PANORAMUNI,EQ,2018-05-21
PANSARI,EQ,2024-07-05
PAPERPROD,EQ,2020-11-25
PAR,EQ,2024-07-05
PARABDRUGS,EQ,2018-09-21
PARACABLES,EQ,2024-04-22
PARADEEP,EQ,2024-07-05
PARAGMILK,EQ,2024-07-05
PARAPRINT,EQ,2016-05-20
PARAS,EQ,2024-07-05
PARKHOTELS,EQ,2024-07-05
PARRYSUGAR,EQ,2017-05-24
PARSVNATH,EQ,2024-07-05
PASUPTAC,EQ,2024-07-05
PATANJALI,EQ,2024-07-05
PATELENG,EQ,2024-07-05
PATINTLOG,EQ,2024-07-05
PATSPINLTD,EQ,2022-01-03
PAVNAIND,EQ,2024-07-05
PAYTM,EQ,2024-07-05
PBAINFRA,EQ,2022-08-23
PCBL,EQ,2024-07-05
PCJEWELLER,EQ,2024-07-05
PDMJEPAPER,EQ,2024-07-05
PDPL,EQ,2021-10-28
PDSL,EQ,2024-07-05
PDSMFL,EQ,2022-02-16
PDUMJEIND,EQ,2018-05-03
PDUMJEPULP,EQ,2018-01-18
PEARLPOLY,EQ,2024-05-15
PEL,EQ,2024-07-05
PENIND,EQ,2024-07-05
PENINLAND,EQ,2024-07-05
PENPEBS,EQ,2019-06-06
PERSISTENT,EQ,2024-07-05
PETRONENGG,EQ,2019-03-22
PETRONET,EQ,2024-07-05
PFC,EQ,2024-07-05
PFIZER,EQ,2024-07-05
PFOCUS,EQ,2024-07-05
PFRL,EQ,2016-01-28
PFS,EQ,2024-07-05
PGEL,EQ,2024-07-05
PGHH,EQ,2024-07-05
PGHL,EQ,2024-07-05
PGIL,EQ,2024-07-05
PHARMABEES,EQ,2024-07-05
PHILIPCARB,EQ,2022-01-12
PHOENIXLL,EQ,2017-09-11
PHOENIXLTD,EQ,2024-07-05
PIDILITIND,EQ,2024-07-05
PIGL,EQ,2024-02-22
PIIND,EQ,2024-07-05
PILANIINVS,EQ,2024-07-05
PILITA,EQ,2024-07-05
PINCON,EQ,2018-05-21
PIONDIST,EQ,2023-01-05
PIONEEREMB,EQ,2024-07-05
PIPAVAVDOC,EQ,2016-03-17
PIRPHYTO,EQ,2017-04-06
PITTIENG,EQ,2024-07-05
PITTILAM,EQ,2018-06-05
PIXTRANS,EQ,2024-07-05
PKTEA,EQ,2024-06-27
PLASTIBLEN,EQ,2024-07-05
PLATIND,EQ,2024-07-05
PLAZACABLE,EQ,2024-07-05
PNB,EQ,2024-07-05
PNBGILTS,EQ,2024-07-05
PNBHOUSING,EQ,2024-07-05
PNC,EQ,2024-07-05
PNCINFRA,EQ,2024-07-05
PNEUMATIC,EQ,2017-05-19
POCHIRAJU,EQ,2018-11-19
POCL,EQ,2024-07-05
PODDARHOUS,EQ,2023-10-27
PODDARMENT,EQ,2024-07-05
POKARNA,EQ,2024-07-05
POLARIS,EQ,2018-07-24
POLICYBZR,EQ,2024-07-05
POLYCAB,EQ,2024-07-05
POLYMED,EQ,2024-07-05
POLYPLEX,EQ,2024-07-05
PONNIERODE,EQ,2024-07-05
POONAWALLA,EQ,2024-07-05
POWERGRID,EQ,2024-07-05
POWERINDIA,EQ,2024-07-05
POWERMECH,EQ,2024-07-05
PPAP,EQ,2024-07-05
PPL,EQ,2024-07-05
PPLPHARMA,EQ,2024-07-05
PRABHAT,EQ,2021-04-22
PRADIP,EQ,2021-10-14
PRAENG,EQ,2024-07-05
PRAJIND,EQ,2024-07-05
PRAKASH,EQ,2024-07-05
PRAKASHCON,EQ,2019-07-29
PRAKASHSTL,EQ,2024-01-08
PRATIBHA,EQ,2018-09-24
PRAXIS,EQ,2024-03-14
PRECAM,EQ,2024-07-05
PRECOT,EQ,2024-07-05
PRECWIRE,EQ,2024-07-05
PREMEXPLN,EQ,2024-06-24
PREMIER,EQ,2022-05-24
PREMIERPOL,EQ,2024-07-05
PRESSMN,EQ,2023-06-06
PRESTIGE,EQ,2024-07-05
PRICOL,EQ,2016-12-02
PRICOLLTD,EQ,2024-07-05
PRIMESECU,EQ,2024-07-05
PRINCEPIPE,EQ,2024-07-05
PRISMCEM,EQ,2018-05-03
PRITI,EQ,2024-07-05
PRITIKAUTO,EQ,2024-07-05
PRIVISCL,EQ,2024-07-05
PROINDIA,EQ,2021-11-29
PROSEED,EQ,2020-12-17
PROVOGE,EQ,2019-10-24
PROZONER,EQ,2024-07-05
PROZONINTU,EQ,2023-08-03
PRSMJOHNSN,EQ,2024-07-05
PRUDENT,EQ,2024-07-05
PRUDMOULI,EQ,2024-07-05
PSB,EQ,2024-07-05
PSL,EQ,2020-08-17
PSPPROJECT,EQ,2024-07-05
PSUBANK,EQ,2024-07-05
PSUBANKADD,EQ,2024-07-05
PSUBANKICI,EQ,2023-12-19
PSUBNKBEES,EQ,2024-07-05
PSUBNKIETF,EQ,2024-07-05
PTC,EQ,2024-07-05
PTCIL,EQ,2024-07-05
PTL,EQ,2024-07-05
PUNJABCHEM,EQ,2024-07-05
PUNJLLOYD,EQ,2019-09-23
PURVA,EQ,2024-04-18
PVP,EQ,2024-07-05
PVR,EQ,2023-05-11
PVRINOX,EQ,2024-07-05
PVSL,EQ,2024-07-05
PVTBANIETF,EQ,2024-07-05
PVTBANKADD,EQ,2024-07-05
PYRAMID,EQ,2024-07-05
QGOLDHALF,EQ,2024-07-05
QNIFTY,EQ,2024-07-05
QUAL30IETF,EQ,2024-07-05
QUESS,EQ,2024-07-05
QUICKHEAL,EQ,2024-07-05
QUINTEGRA,EQ,2019-05-31
RACE,EQ,2024-07-05
RADAAN,EQ,2024-05-24
RADHIKAJWE,EQ,2024-07-05
RADIANTCMS,EQ,2024-07-05
RADICO,EQ,2024-07-05
RADIOCITY,EQ,2024-07-05
RAILTEL,EQ,2024-07-05
RAIN,EQ,2024-07-05
RAINBOW,EQ,2024-07-05
RAINBOWPAP,EQ,2018-07-04
RAIREKMOH,EQ,2017-07-31
RAJESHEXPO,EQ,2024-07-05
RAJMET,EQ,2024-07-05
RAJOIL,EQ,2017-11-21
RAJRATAN,EQ,2024-07-05
RAJRAYON,EQ,2017-12-06
RAJRILTD,EQ,2022-04-29
RAJSREESUG,EQ,2024-07-05
RAJTV,EQ,2024-01-30
RAJVIR,EQ,2018-03-16
RALLIS,EQ,2024-07-05
RAMANEWS,EQ,2024-07-05
RAMAPHO,EQ,2024-07-05
RAMASTEEL,EQ,2024-07-05
RAMCOCEM,EQ,2024-07-05
RAMCOIND,EQ,2024-07-05
RAMCOSYS,EQ,2024-04-22
RAMKY,EQ,2024-07-05
RAMRAT,EQ,2024-07-05
RANASUG,EQ,2024-07-05
RANEENGINE,EQ,2024-07-05
RANEHOLDIN,EQ,2024-07-05
RASOYPR,EQ,2017-08-07
RATEGAIN,EQ,2024-07-05
RATNAMANI,EQ,2024-07-05
RATNAVEER,EQ,2024-07-05
RAYMOND,EQ,2024-07-05
RBA,EQ,2024-07-05
RBL,EQ,2024-07-05
RBLBANK,EQ,2024-07-05
RBZJEWEL,EQ,2024-05-17
RCF,EQ,2024-07-05
RCOM,EQ,2022-05-24
RDEL,EQ,2017-09-15
RECLTD,EQ,2024-07-05
REDINGTON,EQ,2024-07-05
REDTAPE,EQ,2024-07-05
REFEX,EQ,2024-07-05
REGENCERAM,EQ,2024-03-14
REIAGROLTD,EQ,2017-08-07
REISIXTEN,EQ,2016-11-07
RELAXO,EQ,2024-07-05
RELBANK,EQ,2016-11-02
RELCAPITAL,EQ,2022-05-24
RELCHEMQ,EQ,2024-07-05
RELCNX100,EQ,2019-10-29
RELCONS,EQ,2019-10-29
RELDIVOPP,EQ,2019-10-29
RELGOLD,EQ,2016-11-02
RELGRNIFTY,EQ,2016-06-22
RELIANCE,EQ,2024-07-05
RELIGARE,EQ,2024-07-05
RELIGAREGO,EQ,2016-06-22
RELINFRA,EQ,2024-07-05
RELNIFTY,EQ,2016-11-02
RELNV20,EQ,2019-10-29
REMSONSIND,EQ,2024-07-05
RENUKA,EQ,2024-07-05
REPCOHOME,EQ,2024-07-05
REPL,EQ,2024-07-05
REPRO,EQ,2024-07-05
RESPONIND,EQ,2024-07-05
RETFMID150,EQ,2019-10-29
REVATHI,EQ,2023-07-04
RGL,EQ,2024-07-05
RHFL,EQ,2024-01-01
RHIM,EQ,2024-07-05
RHL,EQ,2024-07-05
RICOAUTO,EQ,2024-07-05
RIIL,EQ,2024-07-05
RISHABH,EQ,2024-07-05
